questions,answer
  447+4,748 
  34+17,114 
 78+056,737 
511+085,695 
  372+6,279 
 03+692,326 
  0+947,749 
 738+08,917 
 16+777,838 
   27+7,79  
  77+49,171 
   4+52,29  
 57+017,785 
  3+204,405 
 67+997,875 
  69+63,132 
 26+919,981 
  153+4,355 
  3+515,518 
 74+636,683 
  69+43,130 
978+358,1732
  2+511,117 
  137+7,738 
 12+016,631 
  22+72,49  
 84+422,272 
 099+23,1022
089+997,1779
  573+4,379 
022+648,1066
 73+717,754 
  671+1,177 
   2+96,71  
 41+945,563 
  1+839,939 
  74+43,81  
 69+922,325 
   36+6,69  
 29+946,741 
  9+675,585 
  436+2,636 
   3+91,22  
  21+93,51  
  461+4,168 
  078+7,877 
 31+941,162 
 71+862,285 
  592+7,302 
328+495,1417
  6+791,203 
 142+73,278 
  69+84,144 
 288+34,925 
   61+1,17  
   77+9,86  
 44+485,628 
 02+335,553 
  63+48,120 
  3+092,293 
  09+73,127 
492+415,808 
   54+3,48  
   7+63,43  
 494+83,532 
   0+17,71  
541+485,729 
  8+069,968 
  28+73,119 
 584+32,508 
  4+484,488 
  794+0,497 
   64+4,50  
   5+73,42  
  761+5,172 
 22+645,568 
  1+905,510 
 233+45,386 
  78+63,123 
  6+496,700 
343+493,737 
   89+3,101 
   8+56,73  
  805+9,517 
   5+01,15  
   05+6,56  
202+534,637 
  925+4,533 
   0+58,85  
 144+41,455 
753+034,787 
  41+72,41  
   1+74,48  
  909+7,916 
665+611,682 
   05+0,50  
 92+423,353 
 685+45,640 
  7+497,801 
 988+18,970 
  12+05,71  
   3+01,13  
114+308,1214
  7+884,495 
  757+8,765 
 578+95,934 
328+956,1482
  3+817,721 
  6+777,783 
   24+7,49  
 806+62,634 
 11+146,652 
  64+12,67  
 318+62,839 
   76+6,73  
908+322,1032
789+609,1893
   76+2,69  
  89+78,185 
  61+47,90  
   7+65,63  
 471+83,212 
  03+73,67  
 942+67,325 
  5+578,880 
 271+77,249 
 197+91,810 
 368+12,884 
  03+66,96  
  226+4,626 
  07+89,168 
907+988,1598
 96+457,823 
  179+2,973 
   7+23,39  
233+851,490 
   25+9,61  
  085+7,587 
089+572,1255
   63+9,45  
 38+175,654 
 19+166,752 
  2+036,632 
 85+126,679 
  511+9,124 
  962+8,277 
105+054,951 
   8+63,44  
   0+74,47  
 69+634,532 
 49+632,330 
 05+694,546 
  22+49,116 
  47+34,117 
  19+44,135 
   46+2,66  
  62+34,69  
  031+1,131 
314+752,670 
  0+212,212 
964+407,1173
   35+2,55  
 59+016,705 
 44+496,738 
   7+49,101 
 068+81,878 
 782+16,348 
  02+12,41  
  38+12,104 
 301+38,186 
739+928,1766
 58+178,956 
165+554,1016
 179+75,1028
  45+04,94  
   8+68,94  
  6+093,396 
  265+8,570 
  608+2,808 
336+123,954 
 863+78,455 
214+993,811 
  669+7,973 
  9+209,911 
  5+934,444 
  848+6,854 
  95+95,118 
   7+79,104 
  1+091,191 
  505+7,512 
  77+86,145 
429+948,1773
  32+03,53  
 04+377,813 
   7+64,53  
809+026,1528
  54+25,97  
   23+1,33  
  95+93,98  
775+216,1189
   97+5,84  
   1+06,61  
  8+927,737 
  5+142,246 
 06+166,721 
  44+24,86  
 995+17,670 
 05+978,929 
626+988,1515
 38+383,466 
  2+737,739 
 87+566,743 
 003+17,371 
 12+301,124 
  008+4,804 
  75+53,92  
   9+05,59  
589+167,1746
  63+89,134 
  8+249,950 
 216+01,622 
 649+46,1010
193+462,655 
 96+532,304 
 018+78,897 
   45+6,60  
611+288,998 
  92+53,64  
 019+15,961 
 318+84,861 
  7+594,502 
  155+3,554 
 861+65,224 
  677+8,784 
  171+1,172 
   85+6,64  
   5+02,25  
  74+93,86  
   4+26,66  
  09+23,122 
 249+92,971 
  427+7,731 
 152+33,284 
 166+75,718 
632+995,835 
 89+651,254 
 79+537,832 
  9+583,394 
 11+662,277 
 233+14,373 
 657+56,821 
   2+39,95  
  1+743,348 
  35+16,114 
 904+87,487 
  8+214,420 
  5+546,650 
  54+08,125 
   6+47,80  
 73+532,272 
116+472,885 
  214+7,419 
616+485,1200
 579+53,1010
432+424,658 
712+434,651 
   15+7,58  
   53+0,35  
 573+76,442 
 85+514,473 
   47+8,82  
  5+212,217 
 526+08,705 
  4+265,566 
   8+74,55  
375+626,1199
  622+2,228 
 21+259,964 
 077+97,849 
  15+31,64  
   82+1,29  
 38+959,1042
 25+593,447 
 984+33,522 
395+693,989 
  9+708,816 
 49+432,328 
  261+3,165 
  68+48,170 
 14+802,249 
108+797,1598
  75+72,84  
   99+2,101 
  0+594,495 
   22+5,27  
   4+63,40  
   15+2,53  
  4+387,787 
   7+11,18  
  5+649,951 
   32+2,25  
  977+8,787 
 996+02,719 
 441+57,219 
  457+9,763 
 252+61,268 
 95+282,341 
 171+22,193 
  71+92,46  
   7+69,103 
  16+86,129 
  9+133,340 
  1+189,982 
  27+34,115 
 671+41,190 
  8+716,625 
 322+94,272 
  5+194,496 
177+837,1509
  0+783,387 
 524+12,446 
   6+37,79  
  62+59,121 
 608+96,875 
  078+1,871 
   1+45,55  
708+832,1045
   9+98,98  
033+379,1303
   3+36,66  
 47+916,693 
 23+735,569 
557+787,1542
  638+3,839 
 536+45,689 
   9+69,105 
 79+479,1071
  71+05,67  
  1+785,588 
   38+2,85  
071+791,367 
  814+3,421 
  4+599,999 
  23+69,128 
  5+582,290 
005+238,1332
  58+49,179 
  61+85,74  
  757+5,762 
   3+87,81  
   19+1,92  
  5+235,537 
  6+149,947 
 076+03,700 
  1+484,485 
 761+71,184 
  3+269,965 
  41+11,25  
  69+95,155 
  9+062,269 
  49+55,149 
  631+3,139 
  8+303,311 
 32+426,647 
 086+28,762 
   0+19,91  
  017+1,711 
  537+5,740 
909+493,1303
 686+96,755 
  557+6,761 
   1+66,67  
   2+29,94  
  8+752,265 
  768+0,867 
   01+2,12  
   3+68,89  
  68+15,137 
  6+787,793 
 98+165,650 
   7+54,52  
 382+61,299 
   9+02,29  
  78+31,100 
  404+9,413 
  075+5,575 
  16+02,81  
 75+044,497 
  4+627,730 
 78+023,407 
   3+21,15  
  34+46,107 
 76+207,769 
   45+5,59  
   2+09,92  
 827+56,793 
 406+86,672 
 621+28,208 
   82+0,28  
  3+147,744 
  3+222,225 
 44+459,998 
  642+5,251 
  3+742,250 
 244+82,470 
 21+909,921 
 39+017,803 
  079+1,971 
  31+17,84  
289+579,1957
116+529,1536
   5+39,98  
  375+3,576 
  0+391,193 
 991+34,242 
645+064,1006
214+032,642 
598+303,1198
 76+729,994 
   13+4,35  
 975+79,676 
  6+545,551 
712+193,608 
694+597,1291
 23+031,162 
765+245,1109
   9+71,26  
   15+0,51  
  336+7,640 
   87+0,78  
 01+791,207 
  51+36,78  
 233+23,364 
  4+427,728 
 667+12,787 
432+426,858 
 293+21,404 
 31+321,136 
 789+89,1085
  2+646,648 
   6+26,68  
  45+21,66  
  15+52,76  
  811+1,119 
 505+27,577 
   3+53,38  
  171+7,178 
 509+28,987 
  956+6,665 
   88+5,93  
  537+0,735 
 999+66,1065
 86+679,1044
 099+16,1051
 65+445,600 
 16+051,211 
  15+95,110 
477+683,1160
 13+462,295 
  74+62,73  
  165+3,564 
  99+29,191 
   7+57,82  
  6+908,815 
 654+57,531 
  443+9,353 
  38+99,182 
  15+47,125 
  4+036,634 
  8+372,281 
  06+79,157 
   32+7,30  
 92+546,674 
 795+65,653 
 15+282,333 
  539+6,941 
 82+252,280 
  0+118,811 
  03+67,106 
  17+79,168 
  101+1,102 
097+157,1541
  31+39,106 
 19+015,601 
   62+7,33  
  77+94,126 
  818+6,824 
  823+6,334 
 037+32,753 
  4+837,742 
816+523,943 
   73+4,41  
 851+66,224 
   52+9,34  
   4+93,43  
  632+6,242 
  576+3,678 
 516+32,638 
 26+195,653 
 92+426,653 
 11+004,411 
 122+65,277 
   7+99,106 
   5+77,82  
 578+82,903 
  585+5,590 
 76+608,873 
 169+38,1044
  018+8,818 
   5+33,38  
   99+5,104 
 46+731,201 
637+423,1060
  26+16,123 
 86+021,188 
173+625,897 
 794+55,552 
 078+34,913 
  77+83,115 
   13+3,34  
   3+43,37  
 017+24,752 
 14+004,441 
 436+47,708 
  98+34,132 
  91+49,113 
   7+96,76  
  323+5,328 
  9+546,654 
 381+87,261 
 65+988,945 
  31+14,54  
 84+684,534 
  7+639,943 
   1+37,74  
047+672,1016
044+012,650 
  1+603,307 
 21+432,246 
 379+72,1000
 253+99,451 
  88+58,173 
  527+8,733 
 79+701,204 
  0+841,148 
   25+8,60  
 041+19,231 
 39+644,539 
  78+38,170 
 24+951,201 
  046+0,640 
  703+6,313 
  9+507,714 
 37+341,216 
 423+63,360 
739+523,1262
 487+24,826 
385+782,870 
 978+55,934 
714+063,777 
024+279,1392
  9+889,997 
134+987,1220
 22+839,960 
  972+4,283 
 167+93,800 
  76+99,166 
   6+44,50  
   7+86,75  
  63+06,96  
   4+95,63  
   1+01,11  
 09+405,594 
 194+54,536 
  44+75,101 
  7+984,496 
  869+4,972 
   4+07,74  
   9+83,47  
  76+32,90  
 73+422,261 
 616+97,695 
  375+2,575 
  93+54,84  
 344+78,530 
 688+88,974 
  8+739,945 
  9+354,462 
126+784,1108
 015+04,550 
  61+93,55  
  0+633,336 
  1+406,605 
  01+35,63  
  9+523,334 
 14+804,449 
 875+76,645 
   4+66,70  
 92+217,741 
 749+64,993 
897+281,980 
  239+3,935 
  2+993,401 
 904+75,466 
 922+34,272 
  35+66,119 
 32+888,911 
  32+55,78  
 804+54,453 
  248+8,850 
   03+5,35  
 66+221,188 
  95+28,141 
 751+93,196 
261+114,573 
652+156,907 
  6+515,521 
 99+596,794 
  66+28,148 
 508+66,871 
 329+07,993 
 33+496,727 
  1+824,429 
 66+134,497 
   5+28,87  
388+783,1270
  64+13,77  
  69+29,188 
  216+1,613 
 45+856,712 
  7+124,428 
  94+65,105 
   59+1,96  
 33+227,755 
683+726,1013
 192+15,342 
465+967,1333
   29+6,98  
 135+86,599 
  39+16,154 
  82+16,89  
  561+4,169 
   27+3,75  
   2+16,63  
 001+43,134 
 91+666,685 
  1+149,942 
   8+16,69  
  5+655,561 
186+138,1512
  535+2,537 
  027+6,726 
  466+1,665 
  069+9,969 
  19+61,107 
  75+83,95  
  9+226,631 
 508+76,872 
   24+1,43  
472+172,545 
 66+647,812 
  942+5,254 
  83+03,68  
537+986,1424
  53+84,83  
   6+84,54  
 54+464,509 
 56+639,1001
 29+009,992 
766+733,1004
327+626,1349
 51+813,333 
  39+88,181 
 108+92,830 
 42+493,418 
451+843,502 
321+171,294 
 89+738,935 
 25+488,936 
   2+78,89  
746+498,1541
  9+477,783 
   18+3,84  
 188+19,972 
  23+75,89  
  051+7,157 
 84+972,327 
  97+79,176 
  0+499,994 
  2+097,792 
 757+51,772 
  033+1,331 
  996+4,703 
121+155,672 
  551+4,159 
754+513,772 
  4+342,247 
 26+536,697 
  07+93,109 
  969+3,972 
   6+41,20  
462+224,686 
  0+029,920 
  7+952,266 
   0+03,30  
  87+92,107 
245+884,1030
  5+419,919 
  472+1,275 
  404+5,409 
  91+83,57  
  4+553,359 
  923+0,329 
  62+79,123 
 761+65,223 
 032+84,278 
343+464,807 
 939+84,987 
 54+273,417 
 79+841,245 
 94+885,637 
 431+95,193 
  9+957,768 
 278+42,896 
 83+479,1012
 164+47,535 
  267+6,768 
794+702,704 
847+512,963 
  8+169,969 
  982+5,294 
  003+5,305 
042+447,984 
906+176,1280
 08+638,916 
489+264,1446
 78+825,615 
  634+4,440 
   13+7,38  
 579+59,1070
  03+35,83  
 067+96,829 
  234+2,434 
  4+382,287 
  61+24,58  
  896+9,707 
 229+55,977 
 225+66,588 
 56+649,1011
   57+0,75  
  1+907,710 
583+881,573 
  5+591,200 
778+402,1081
  98+88,177 
  684+8,494 
  1+329,924 
   6+97,85  
206+448,1446
  9+185,590 
 658+02,876 
   5+18,86  
   59+7,102 
 72+627,753 
 89+454,552 
  79+14,138 
  96+31,82  
  52+23,57  
 686+95,745 
  1+094,491 
  097+4,794 
 79+731,234 
538+284,1317
 365+35,616 
 01+781,197 
803+994,807 
 56+131,196 
 47+536,709 
 363+55,418 
 63+906,645 
   15+1,52  
  17+53,106 
 32+744,470 
  58+17,156 
 099+74,1037
 85+756,715 
  45+76,121 
   4+08,84  
  732+3,240 
   8+79,105 
  9+668,875 
  333+6,339 
 26+013,372 
  668+1,867 
971+019,1089
   29+1,93  
  931+0,139 
752+265,819 
  0+676,676 
 258+21,864 
  1+822,229 
818+281,1000
 79+145,638 
 889+17,1059
 15+595,646 
272+124,693 
  08+32,103 
  8+844,456 
 562+56,330 
  9+682,295 
216+366,1275
  4+488,888 
  2+695,598 
 592+41,309 
  6+803,314 
  6+854,464 
  08+58,165 
  91+44,63  
  33+51,48  
618+101,917 
  992+2,301 
 095+64,636 
 46+575,639 
  29+07,162 
   7+71,24  
138+182,1112
  2+707,709 
 146+16,702 
  76+34,110 
 39+931,232 
  82+67,104 
  84+55,103 
482+451,438 
  402+7,211 
871+072,448 
  92+59,124 
 275+64,618 
   9+36,72  
   2+73,39  
 081+05,230 
   6+32,29  
 77+926,706 
   32+3,26  
  5+739,942 
 351+45,207 
 688+55,941 
 97+124,500 
 44+348,887 
  7+544,452 
  8+741,155 
  8+819,926 
  304+1,404 
  1+609,907 
 74+095,637 
651+775,733 
   4+94,53  
046+952,899 
328+844,1271
   0+71,17  
  492+0,294 
  365+2,565 
   03+9,39  
   6+09,96  
 72+162,288 
  28+52,107 
 06+144,501 
971+719,1096
  7+041,147 
  29+21,104 
  31+86,81  
   23+2,34  
  3+098,893 
  711+6,123 
 72+296,719 
 421+53,159 
  11+71,28  
   92+1,30  
 744+29,539 
  337+8,741 
003+771,477 
   89+4,102 
 34+245,585 
  59+26,157 
  58+69,181 
  1+393,394 
  17+38,154 
  865+7,575 
  433+1,335 
  179+7,978 
 29+909,1001
 319+13,944 
 594+25,547 
  5+609,911 
  68+59,181 
162+622,487 
  01+21,22  
  4+018,814 
  2+366,665 
 889+69,1084
   51+1,16  
 02+442,264 
  164+2,463 
  2+339,935 
032+304,633 
   1+77,78  
  82+25,80  
 522+76,292 
   7+34,50  
733+587,1122
  935+3,542 
   4+85,62  
 26+621,188 
348+193,1234
  72+38,110 
 96+247,811 
  9+705,516 
  1+418,815 
   65+6,62  
  5+272,277 
  8+666,674 
238+653,1188
 041+36,203 
  829+2,930 
  251+5,157 
278+265,1434
   3+35,56  
   7+45,61  
839+339,1871
 281+49,276 
   47+9,83  
  5+199,996 
  55+94,104 
  5+943,354 
  114+1,412 
784+525,1012
 13+775,608 
  257+4,756 
  2+081,182 
 03+284,512 
223+097,1112
 092+08,370 
   29+4,96  
  724+0,427 
 204+88,490 
 53+238,867 
  3+056,653 
   22+8,30  
 81+737,755 
 96+622,295 
   3+93,42  
 245+66,608 
 697+97,875 
  03+14,71  
929+963,1298
 33+413,347 
  9+206,611 
 74+914,466 
  5+789,992 
   88+2,90  
 965+94,618 
 78+145,628 
  733+8,345 
  083+0,380 
  516+0,615 
  41+67,90  
  3+399,996 
  6+212,218 
   07+2,72  
   7+92,36  
 672+59,371 
  103+2,303 
 17+732,308 
  384+6,489 
 398+13,924 
986+689,1675
 677+82,804 
  08+09,170 
 801+84,156 
 74+301,150 
  0+165,561 
  703+5,312 
 47+796,771 
917+118,1530
648+364,1309
383+746,1030
  6+358,859 
637+387,1519
   38+9,92  
 065+44,604 
355+555,1108
646+774,1123
596+303,998 
   23+5,37  
 504+62,431 
  5+274,477 
 57+736,712 
  599+1,996 
  6+126,627 
 52+138,856 
 653+24,398 
 44+288,926 
   69+1,97  
  491+5,199 
  44+63,80  
 614+95,475 
 136+65,687 
 185+42,605 
  0+448,844 
 851+23,190 
 262+44,306 
 298+63,928 
   56+2,67  
  44+45,98  
  14+68,127 
  5+118,816 
  09+74,137 
407+354,1157
   6+72,33  
089+383,1363
 376+54,718 
  41+86,82  
   9+59,104 
  356+5,658 
 65+611,172 
   7+89,105 
  5+007,705 
  892+4,302 
  3+248,845 
  828+1,829 
  6+602,212 
 266+63,698 
   93+1,40  
  1+628,827 
   74+4,51  
  163+6,367 
   54+1,46  
 727+27,799 
 91+848,867 
  395+2,595 
  926+6,635 
  2+008,802 
  58+89,183 
 11+826,639 
  8+137,739 
   05+2,52  
  1+749,948 
  39+99,192 
  009+9,909 
 573+41,389 
 09+011,200 
 95+051,209 
  046+3,643 
  65+29,148 
 981+21,201 
  3+054,453 
  684+7,493 
   97+1,80  
  648+5,851 
 95+024,479 
  233+2,334 
  28+19,173 
 28+295,674 
397+422,1017
  24+02,62  
   4+98,93  
  48+87,162 
  668+2,868 
 62+709,933 
 84+386,731 
348+425,1367
 17+495,665 
 705+25,559 
526+836,1263
272+035,802 
035+888,1418
 45+025,574 
 341+95,202 
 77+164,538 
  89+22,120 
 653+22,378 
  3+458,857 
  3+705,510 
727+929,1656
  981+0,189 
  69+03,126 
   7+41,21  
  48+24,126 
  267+0,762 
 263+45,416 
  5+414,419 
  627+2,728 
  713+0,317 
 528+81,843 
   29+7,99  
   1+86,69  
  2+536,637 
  18+39,174 
  0+674,476 
  34+77,120 
681+013,496 
096+799,1687
 431+41,148 
 19+698,987 
   36+2,65  
253+566,1017
  82+51,43  
  92+61,45  
  718+6,823 
 217+13,743 
949+061,1109
 961+63,205 
 229+64,968 
  5+352,258 
 145+93,580 
  8+897,806 
  7+419,921 
  99+73,136 
 18+187,862 
   3+29,95  
  47+47,148 
871+115,689 
382+884,771 
  52+35,78  
  07+62,96  
 567+32,788 
 81+333,351 
 42+588,909 
 791+59,292 
 97+188,960 
003+053,650 
  0+379,973 
225+905,1031
  3+228,825 
   5+87,83  
 289+43,1016
 414+78,501 
076+723,997 
   87+7,85  
  7+819,925 
 08+009,980 
   65+8,64  
982+242,531 
 28+329,1005
 573+47,449 
  495+2,596 
   9+08,89  
  054+4,454 
239+043,1272
 481+82,212 
  179+1,972 
  56+91,84  
   05+7,57  
  577+0,775 
   5+72,32  
 893+68,484 
 735+36,600 
  85+99,157 
 52+835,563 
 696+82,724 
   0+73,37  
 476+99,773 
773+125,898 
  5+855,563 
  3+381,186 
  286+9,691 
 54+095,635 
   86+5,73  
  315+7,520 
 297+45,846 
  091+7,197 
 964+72,496 
  924+9,438 
  0+883,388 
  009+7,907 
497+996,1493
  44+58,129 
409+955,1463
 14+914,460 
  7+208,809 
   5+53,40  
 035+78,617 
   0+91,19  
  559+5,960 
  408+2,806 
 01+956,669 
 424+13,455 
  9+856,667 
   4+67,80  
009+349,1843
 99+502,304 
  899+2,1000
 174+93,510 
  1+986,690 
  9+329,932 
952+208,1061
 18+671,257 
  89+85,156 
   68+1,87  
   55+4,59  
645+009,1446
 01+387,793 
  754+5,462 
   94+0,49  
  48+37,157 
  7+133,338 
  69+75,153 
 348+06,903 
 23+817,750 
321+256,775 
   75+1,58  
 47+614,490 
 503+05,355 
213+458,1166
 59+921,224 
  0+026,620 
  398+7,900 
 84+476,722 
  9+346,652 
   0+26,62  
  461+5,169 
 421+61,140 
   58+6,91  
157+778,1628
  05+75,107 
   28+6,88  
  74+97,126 
  71+95,76  
  08+23,112 
  262+0,262 
 031+89,228 
  9+205,511 
  372+1,274 
  598+6,901 
  073+2,372 
   8+29,100 
 75+835,595 
  86+35,121 
  74+03,77  
 12+031,151 
  532+9,244 
  19+71,108 
 91+885,607 
   9+06,69  
 85+331,191 
282+436,916 
  946+2,651 
  9+316,622 
  678+0,876 
  4+311,117 
  779+1,978 
  95+49,153 
  74+86,115 
  679+5,981 
  8+401,112 
 65+029,976 
   81+3,21  
   68+5,91  
508+772,1082
725+794,1024
   51+9,24  
  93+96,108 
  82+12,49  
235+749,1479
  068+8,868 
   5+12,26  
  6+756,663 
   17+7,78  
  12+25,73  
  1+794,498 
  058+1,851 
  83+23,70  
  0+792,297 
 89+719,1015
 082+67,356 
 648+27,918 
  39+13,124 
   7+91,26  
026+654,1076
 14+382,324 
  59+17,166 
223+347,1065
 453+73,391 
  78+53,122 
  966+2,671 
 005+39,593 
 26+709,969 
  626+4,630 
 714+33,450 
  2+485,586 
 12+504,426 
 19+325,614 
  3+363,366 
078+958,1729
 239+63,968 
  93+97,118 
  73+73,74  
 16+748,908 
  517+0,715 
  49+93,133 
518+154,1266
 89+034,528 
 42+538,859 
  014+3,413 
  9+749,956 
 393+52,418 
   79+6,103 
 52+549,970 
  15+55,106 
 603+78,393 
462+126,885 
  043+7,347 
 331+27,205 
  105+1,502 
  2+598,897 
704+593,802 
 98+535,624 
   54+5,50  
   51+2,17  
  8+111,119 
856+735,1195
   49+1,95  
  7+722,234 
 58+053,435 
  175+3,574 
 431+14,175 
 71+543,362 
  45+47,128 
  0+781,187 
   68+9,95  
   7+18,88  
 07+944,519 
   58+4,89  
 248+53,877 
 24+764,509 
102+479,1175
  9+944,458 
 857+71,775 
 75+678,933 
 773+91,396 
   6+78,93  
  544+8,453 
 125+48,605 
522+215,737 
014+797,1207
 53+773,412 
 543+23,377 
 215+69,608 
 743+56,412 
  42+62,50  
  637+9,745 
   46+0,64  
  6+338,839 
 779+55,1032
 181+02,201 
  274+7,479 
303+019,1213
 77+586,762 
  771+6,183 
   43+1,35  
  11+03,41  
 136+82,659 
  89+77,175 
201+008,902 
 15+542,296 
 076+02,690 
   79+5,102 
  65+68,142 
   18+8,89  
 251+83,190 
  444+4,448 
   62+1,27  
  52+02,45  
  449+2,946 
 09+344,533 
 12+095,611 
 869+36,1031
 22+837,760 
439+636,1570
   9+45,63  
 73+881,225 
  6+497,800 
916+606,1225
  02+05,70  
 51+645,561 
   49+3,97  
  504+2,407 
  02+13,51  
311+658,969 
  1+453,355 
228+391,1015
996+409,1603
 458+14,895 
  42+23,56  
  27+41,86  
 87+851,236 
  833+3,341 
 48+226,706 
   8+28,90  
  79+75,154 
 514+05,465 
  41+08,94  
  896+0,698 
  8+876,686 
  316+7,620 
   9+12,30  
  26+02,82  
  645+0,546 
379+198,1864
  224+4,426 
  0+915,519 
   4+87,82  
  32+98,112 
 02+552,275 
 95+345,602 
  483+8,392 
  386+7,690 
  066+1,661 
   2+08,82  
 101+46,165 
  0+974,479 
 06+716,677 
   5+67,81  
  96+17,140 
  0+172,271 
   72+0,27  
  95+37,132 
  8+981,197 
  49+04,134 
  794+7,504 
 368+59,958 
 24+681,228 
 015+85,568 
 73+812,255 
 04+971,219 
 615+08,596 
  71+02,37  
735+208,1339
  8+586,693 
  566+9,674 
   24+2,44  
192+503,596 
  065+1,561 
  5+204,407 
  614+8,424 
  41+99,113 
 21+084,492 
  31+61,29  
748+397,1640
 48+988,973 
  5+928,834 
  253+5,357 
 985+46,653 
 771+68,263 
  9+417,723 
  6+391,199 
 88+938,927 
 53+335,568 
  702+7,214 
849+947,1697
  218+9,821 
  881+6,194 
  3+187,784 
  7+305,510 
  74+85,105 
 69+243,438 
 37+295,665 
  06+83,98  
  7+244,449 
  0+755,557 
   6+88,94  
  27+36,135 
   5+34,48  
 299+71,1009
  972+6,285 
266+542,907 
   31+4,17  
 818+06,878 
  69+16,157 
705+778,1384
767+689,1753
  0+502,205 
903+906,918 
  65+61,72  
   57+6,81  
 331+73,170 
341+791,340 
 25+501,157 
   2+59,97  
 426+67,700 
  487+4,788 
   6+98,95  
  14+89,139 
   06+7,67  
  029+1,921 
   84+4,52  
  3+692,299 
 524+82,453 
   42+0,24  
 966+98,758 
  4+187,785 
   9+62,35  
   6+23,38  
092+239,1222
419+968,1783
 036+55,685 
921+235,661 
  071+6,176 
  675+2,578 
 37+375,646 
  842+2,250 
  96+43,103 
  625+4,530 
 65+202,258 
   84+7,55  
  895+5,603 
 51+496,709 
   32+0,23  
  986+4,693 
  69+37,169 
 514+46,479 
  37+51,88  
 489+61,1000
  79+84,145 
  468+6,870 
 752+57,332 
  435+0,534 
   3+08,83  
744+599,1442
  93+78,126 
  2+259,954 
 57+646,721 
  483+7,391 
   18+1,82  
 409+68,990 
  9+998,908 
   61+0,16  
   2+87,80  
  181+0,181 
  174+2,473 
  64+54,91  
  14+02,61  
 556+18,736 
 687+15,837 
  161+9,170 
   98+5,94  
  209+1,903 
286+721,809 
 142+89,339 
  95+38,142 
 64+164,507 
  48+74,131 
475+139,1505
   5+76,72  
 029+63,956 
487+037,1514
 882+17,359 
  855+9,567 
 234+35,485 
  2+085,582 
  44+12,65  
  0+456,654 
 619+64,962 
  0+234,432 
 58+857,843 
 58+466,749 
   1+88,89  
 476+81,692 
 317+89,811 
  98+54,134 
642+497,1040
  2+621,128 
493+672,670 
584+767,1252
 796+38,780 
   1+12,22  
  58+67,161 
   0+21,12  
   9+76,76  
 28+334,515 
  8+509,913 
  685+5,591 
 69+988,985 
  9+953,368 
184+853,839 
  406+7,611 
 55+459,1009
 944+52,474 
 82+596,723 
  8+648,854 
 02+741,167 
452+842,502 
  4+424,428 
 92+978,908 
 339+84,981 
  6+157,757 
  202+9,211 
059+116,1561
 22+076,692 
  11+51,26  
  8+424,432 
  15+28,133 
  2+917,721 
465+526,1189
007+775,1277
 19+311,204 
 469+28,1046
   14+0,41  
  78+09,177 
 49+963,463 
  2+804,410 
 43+177,805 
  537+2,737 
  0+479,974 
 07+238,902 
 055+78,637 
 53+469,999 
  44+35,97  
   62+8,34  
  896+8,706 
 79+521,222 
 01+125,531 
205+694,998 
  85+85,116 
  4+762,271 
 33+988,922 
 13+105,532 
  0+071,170 
  19+02,111 
 07+728,897 
 82+647,774 
  58+38,168 
267+273,1134
  7+584,492 
 423+35,377 
  07+44,114 
 04+077,810 
 94+883,437 
338+177,1604
 264+26,524 
  65+04,96  
 891+58,283 
 179+01,981 
027+372,993 
   6+77,83  
 919+64,965 
  733+0,337 
826+634,1064
 85+659,1014
  129+8,929 
  7+979,986 
  755+3,560 
  713+7,324 
 66+143,407 
  516+1,616 
   4+96,73  
  408+6,810 
  963+7,376 
435+892,832 
 22+316,635 
  803+9,317 
  57+92,104 
 758+77,934 
  5+149,946 
 75+054,507 
  0+082,280 
 105+92,530 
019+866,1578
  0+055,550 
613+639,1252
  7+721,134 
 48+173,455 
824+509,1333
539+814,1353
  47+56,139 
   56+0,65  
  11+11,22  
   2+13,33  
  0+293,392 
294+768,1359
 882+27,360 
 34+936,682 
  1+442,245 
  846+1,649 
706+929,1536
 52+697,821 
 674+27,548 
   88+7,95  
904+776,1086
 75+533,392 
  69+47,170 
